C_CODI_CANDIDATO,CANDIDATO,NUMLISTA,TOTAL_VOTOS,departamento,partido
00001933,HERBERT CALLER GUTIERREZ,17,94,LIMA,RENACIMIENTO UNIDO NACIONAL
00001934,  ,18,13,LIMA,RENACIMIENTO UNIDO NACIONAL
00001935,ANTONIO CARDENAS DE LA TORRE,19,53,LIMA,RENACIMIENTO UNIDO NACIONAL
00001936,ROXANA CRISTINA LOPEZ LA ROSA,20,55,LIMA,RENACIMIENTO UNIDO NACIONAL
00001937,LUIS RODRIGO PAULINO CAMOGLIANO CAYCHO,21,21,LIMA,RENACIMIENTO UNIDO NACIONAL
00001938,RUBI KATHERINE CALDERON QUIROZ,22,32,LIMA,RENACIMIENTO UNIDO NACIONAL
00001939,JEFFERSON BRYAN VIDALON FLORES,23,33,LIMA,RENACIMIENTO UNIDO NACIONAL
00001940,  ,24,7,LIMA,RENACIMIENTO UNIDO NACIONAL
00001941,ANGEL ARTURO YARICAHUA BOLAÑOS,25,15,LIMA,RENACIMIENTO UNIDO NACIONAL
00001942,TEÓFILA ARMANDA CORNEJO CARHUAS,26,13,LIMA,RENACIMIENTO UNIDO NACIONAL
00001943,FIDEL ERNESTO QUEVEDO LINARES,27,10,LIMA,RENACIMIENTO UNIDO NACIONAL
00001944,NOEMI ROSALIA BENDEZU CASAHUILCA,28,7,LIMA,RENACIMIENTO UNIDO NACIONAL
00001945,LUIS ALBERTO MANRIQUE FERNANDEZ,29,76,LIMA,RENACIMIENTO UNIDO NACIONAL
00001946,  ,30,9,LIMA,RENACIMIENTO UNIDO NACIONAL
00001947,JIMI JUAN GALLO CHAVEZ,31,14,LIMA,RENACIMIENTO UNIDO NACIONAL
00001948,CELIA LORDES PAUCAR PAXI,32,11,LIMA,RENACIMIENTO UNIDO NACIONAL
00001949,JULIO MARIO VALENCIA RIVADENEIRA,33,66,LIMA,RENACIMIENTO UNIDO NACIONAL
00001950,MAGALY JOHANA AGUIRRE CHUQUIHUANCA,34,26,LIMA,RENACIMIENTO UNIDO NACIONAL
00002019,MARTIN ALBERTO VIZCARRA CORNEJO,1,"64,151",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002020,YOREL KIRA ALCARRAZ AGUERO,2,"8,197",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002021,JOSE ENRIQUE JERI ORE,3,"3,348",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002022,  ,4,"1,225",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002023,ALEJANDRO ANTONIO SALAS ZEGARRA,5,"3,086",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002024,ROSARIO DEL PILAR MENDOZA PELAEZ,6,"1,828",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002025,JUAN CARLOS MERCADO TORRES,7,"1,128",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002026,GIANINNA CRISTINA MANRIQUE MANSILLA,8,"1,299",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002027,CESAR ROBERTO FIGUEREDO MUÑOZ,9,781,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002028,LIVIA ESTHER FLOREZ FERNANDEZ,10,889,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002029,JAVIER LEONARDO SANGUINETI SMITH,11,523,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002030,BRENDA MELISSA CASTAÑEDA PATIÑO DE GARCIA,12,633,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002031,GUSTAVO GUILLERMO CESTI CARDO,13,642,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002032,JANETH DEL ROSARIO LOPEZ SANCHEZ,14,565,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002033,ALFREDO AZURIN LOAYZA,15,"7,316",LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002034,JANNET CARLA FIERRO RAMOS,16,322,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002035,ANTHONY MICHELL MUJICA LUNA,17,354,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002036,ZULLY ARLENE PINCHI RAMIREZ DE DEL CASTILLO,18,246,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002037,JOSE ANTONIO ALVARADO MONTOYA,19,586,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002038,ROCIO GIOVANA FARFAN URIBE,20,355,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002039,LUIS ALBERTO MOLINA MUÑANTE,21,181,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002040,ANA CECILIA PEREYRA TUPAC YUPANQUI,22,352,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002041,GUSTAVO ALVA OLIVA,23,159,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002042,VANIA FLOR CACERES ARONES,24,156,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002043,ROLANDO ESTEBAN AGUIRRE,25,165,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002044,SARITA DEL ROSARIO GUERRERO AGUILAR,26,183,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002045,ROGER OMAR BELTRAN JIMENEZ,27,273,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002046,MARYORI MARISEL SAYAS ESPINAL,28,148,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002047,EDUARDO ALONSO TALLEDO FRANCO,29,90,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002048,CARMEN CAROLINA CASTILLO YATACO,30,162,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002049,ARTURO NIGEL NEYRA FLORES,31,154,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002050,TANIA LORENA MIRANDA SANCHEZ,32,54,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002051,JIMMY ALEXANDER BENITES TANGOA,33,317,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002052,MARGORIE PEREZ RIOS,34,201,LIMA,PARTIDO DEMOCRATICO SOMOS PERU
00002101,  ,1,"8,739",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002102,  ,2,"5,792",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002103,  ,3,"2,882",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002104,  ,4,"2,377",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002105,GUILLERMO BERMEJO ROJAS,5,"2,863",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002106,ZAIRA PAULA ARIAS BERROCAL,6,"1,412",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002107,JULIAN FERNANDO PALACIN GUTIERREZ,7,"1,424",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002108,LUZ ANGELICA APOLINARIO LLANCO,8,"1,215",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002109,HILSO CLADIO RAMOS COSME,9,"1,197",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002110,NILDA JUDITH RAFAEL CARO,10,"1,213",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002111,NIVARDO EDGAR TELLO MONTES,11,"1,623",LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002112,LOURDES FELICIA JESUS SALAZAR,12,670,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002113,EMERSON LOPEZ DELGADO,13,620,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002114,NATALY YASMYN VEGA TAFUR,14,284,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002115,EDISON REATEGUI MONTOYA,15,414,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002116,ELIA ORE JUSTINIANO,16,201,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002117,GASTON SABINO VEGA SOLOGUREN,17,230,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002118,ANGELA GABRIELA ALVARO DIAZ,18,223,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002119,MANUEL MAX ACUÑA MENDEZ,19,331,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002120,DANIELA ISEL VAN DYCK MANCHE,20,333,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002121,RUBEN JOSE RAMIREZ MATEO,21,242,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002122,CARMEN AMPARO GARCIA TAPIA,22,255,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002123,DAVID ALFONSO PALOMINO MALLQUI,23,265,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002124,YOICY PILAR HUAMANLAZO VILA,24,235,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002125,NILTON RICHARD VERASTEGUI BULEJE,25,169,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002126,  ,26,68,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002127,CARLOS MANUEL VILCHEZ PAYANO,27,89,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002128,MARLENE GENOVEVA QUINTANILLA MORALES,28,95,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002129,HERNAN CIRO PAUYAC HUAMAN,29,103,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002130,DIANA IRIS QUISPE ZUÑIGA,30,311,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002131,PEDRO LEONEL MOREANO CHICLLA,31,160,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002132,JUANA MAVILA CACHAY CHUSHO,32,116,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002133,  ,33,59,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002134,MILAGROS IVON VASQUEZ CHAVEZ,34,72,LIMA,PARTIDO POLITICO NACIONAL PERU LIBRE
00002203,JAVIER FELIPE ESPINOZA AYAIPOMA,1,851,LIMA,DEMOCRACIA DIRECTA
00002204,MARIA EVELINA MERINO CHONG,2,483,LIMA,DEMOCRACIA DIRECTA
00002205,GUIDALTE ZAVALA RIVERA,3,279,LIMA,DEMOCRACIA DIRECTA
00002206,ROSA MARIA APAZA ESTAÑO,4,312,LIMA,DEMOCRACIA DIRECTA
00002207,MARCO ANTONIO SANCHEZ BERNAOLA,5,203,LIMA,DEMOCRACIA DIRECTA
00002208,VICTORIA RUBY CELIS SALINAS,6,100,LIMA,DEMOCRACIA DIRECTA
00002209,EMIGDIO ANTONIO ALFARO PAREDES,7,424,LIMA,DEMOCRACIA DIRECTA
00002210,EDITH GUADALUPE VENERO BOCANGEL,8,185,LIMA,DEMOCRACIA DIRECTA
00002211,AUGUSTO ANTONIO RAMOS DOLMOS,9,175,LIMA,DEMOCRACIA DIRECTA
00002212,CARMINA AMELIA CASTILLO RAMOS,10,84,LIMA,DEMOCRACIA DIRECTA
00002213,PAULO ARTURO GUTIERREZ CRUZ,11,44,LIMA,DEMOCRACIA DIRECTA
00002214,YVON GISELLA POMAHUACRE TUTAYA,12,84,LIMA,DEMOCRACIA DIRECTA
00002215,CARLOS ALBERTO BARRERA REYES,13,58,LIMA,DEMOCRACIA DIRECTA
00002216,FLAVIA NORMA BORJA RAMIREZ,14,32,LIMA,DEMOCRACIA DIRECTA
00002217,CHRISTIAN FERNANDO VASQUEZ VIDAL,15,56,LIMA,DEMOCRACIA DIRECTA
00002218,YAZMIN BERTHA GUANILO LARENAS,16,25,LIMA,DEMOCRACIA DIRECTA
00002219,LUIS ALBERTO MEJIA VARGAS MACHUCA,17,17,LIMA,DEMOCRACIA DIRECTA
00002220,SUSANA KATHERINE ZAVALA NORIEGA,18,9,LIMA,DEMOCRACIA DIRECTA
00002221,ANDRES SOTIL CHAVEZ,19,138,LIMA,DEMOCRACIA DIRECTA
00002222,LAURA NOLVERTA ARCE VILCHEZ,20,36,LIMA,DEMOCRACIA DIRECTA
00002223,RUBEN JULIO RAMIREZ GUTIERREZ,21,13,LIMA,DEMOCRACIA DIRECTA
00002224,INES TUME TUME DE FERNANDEZ,22,19,LIMA,DEMOCRACIA DIRECTA
00002225,DEITER LINARES GUERRERO,23,29,LIMA,DEMOCRACIA DIRECTA
00002226,MARIA ROSA SANCHEZ JARANDILLA,24,41,LIMA,DEMOCRACIA DIRECTA
00002227,  ,25,14,LIMA,DEMOCRACIA DIRECTA
00002228,LIZBETH MONTALVO HILARIO,26,16,LIMA,DEMOCRACIA DIRECTA
00002229,OSWALDO AMERICO SALAZAR QUISPE,27,46,LIMA,DEMOCRACIA DIRECTA
00002230,GABRIELA LETICIA GONZALEZ CARBAJAL,28,12,LIMA,DEMOCRACIA DIRECTA
00002231,JOSE ANGEL VASQUEZ CUADROS,29,12,LIMA,DEMOCRACIA DIRECTA
00002232,AZUCENA ARCE VILCHEZ,30,16,LIMA,DEMOCRACIA DIRECTA
00002233,WILDER SUCA ANCACHI,31,11,LIMA,DEMOCRACIA DIRECTA
00002234,CATHERINE FRANCESCA LOZANO PAREDES,32,5,LIMA,DEMOCRACIA DIRECTA
00002235,JORGE AUGUSTO CONCHA CARRASCO,33,26,LIMA,DEMOCRACIA DIRECTA
00002236,  ,34,1,LIMA,DEMOCRACIA DIRECTA
00001620,GLADYS MARGOT ECHAIZ DE NUÑEZ IZAGA,1,"6,668",LIMA,ALIANZA PARA EL PROGRESO
00001621,ROBERTO ENRIQUE CHIABRA LEON,2,"5,504",LIMA,ALIANZA PARA EL PROGRESO
00001622,KATHERINE MILAGROS AMPUERO MEZA,3,"5,603",LIMA,ALIANZA PARA EL PROGRESO
00001623,DANIEL FERNANDO ABUGATTAS MAJLUF,4,"2,345",LIMA,ALIANZA PARA EL PROGRESO
00001624,KONNIE MICHELLE VIDAURRE TORRES,5,"1,479",LIMA,ALIANZA PARA EL PROGRESO
00001625,CARLOS LUIS VELA BARBA,6,"1,186",LIMA,ALIANZA PARA EL PROGRESO
00001626,VANESSA CVJETKA TERKES RACHITOFF,7,"4,550",LIMA,ALIANZA PARA EL PROGRESO
00001627,MIGUEL ANGEL SALDAÑA REATEGUI,8,"2,008",LIMA,ALIANZA PARA EL PROGRESO
00001628,LUZ DORIS SANCHEZ PINEDO DE ROMERO,9,535,LIMA,ALIANZA PARA EL PROGRESO
00001629,OSCAR BENAVIDES MAJINO,10,"1,804",LIMA,ALIANZA PARA EL PROGRESO
00001630,ESLUVIA MERCEDES HEREDIA VASQUEZ,11,339,LIMA,ALIANZA PARA EL PROGRESO
00001631,GERMAN CARLOS LEGUIA DRAGO,12,507,LIMA,ALIANZA PARA EL PROGRESO
00001632,MARITZA DEL CARMEN ROSARIO MILAGROS SANCHEZ PERALES,13,435,LIMA,ALIANZA PARA EL PROGRESO
00001633,OSCAR PONCE DE LEON RIVERA,14,523,LIMA,ALIANZA PARA EL PROGRESO
00001634,ELIA JUANA OBREGON RODRIGUEZ,15,"1,263",LIMA,ALIANZA PARA EL PROGRESO
00001635,JULIO WILFREDO GUZMAN JARA,16,314,LIMA,ALIANZA PARA EL PROGRESO
00001636,FELICITA GARCIA LUJAN,17,932,LIMA,ALIANZA PARA EL PROGRESO
00001637,MIGUEL ANGEL SALCEDO UGALDE,18,644,LIMA,ALIANZA PARA EL PROGRESO
00001638,ALICIA MARIA BARCO ANDRADE,19,131,LIMA,ALIANZA PARA EL PROGRESO
00001639,SERGIO IVAN ATARAMA MARTINEZ,20,216,LIMA,ALIANZA PARA EL PROGRESO
00001640,GLADYS NATALIE CONDORI JAHUIRA,21,365,LIMA,ALIANZA PARA EL PROGRESO
00001641,ABEL CESAR GAMARRA MALPARTIDA,22,331,LIMA,ALIANZA PARA EL PROGRESO
00002089,ROCIO KATHERINE GUERRERO GUERRERO,23,163,LIMA,ALIANZA PARA EL PROGRESO
00002090,  ,24,82,LIMA,ALIANZA PARA EL PROGRESO
00002091,LORENA ESMERALDA HURTADO OLIVA,25,96,LIMA,ALIANZA PARA EL PROGRESO
00002092,EDUARDO RONALD ESPINOZA FARFAN,26,393,LIMA,ALIANZA PARA EL PROGRESO
00002093,DINELA CANTA CULLAMPE,27,114,LIMA,ALIANZA PARA EL PROGRESO
00002094,PIERO FRANCESCO MOROSINI WONG,28,51,LIMA,ALIANZA PARA EL PROGRESO
00002095,MAGDA JACKELINE VALVERDE TOVAR VDA DE ROJAS,29,67,LIMA,ALIANZA PARA EL PROGRESO
00002096,FRANCISCO MARTIN GAVIDIA ARRASCUE,30,167,LIMA,ALIANZA PARA EL PROGRESO
00002097,SILVANA CRISTEL JUNCHAYA BACA,31,162,LIMA,ALIANZA PARA EL PROGRESO
00002098,PEDRO ALONSO CARRERA RAMOS,32,108,LIMA,ALIANZA PARA EL PROGRESO
00002099,YURIKO MICHELLE COLLANTES HUACACOLQUI,33,122,LIMA,ALIANZA PARA EL PROGRESO
00002100,ENZO REYNALDO TRECE CHIRINOS,34,46,LIMA,ALIANZA PARA EL PROGRESO
00002506,HUGO FERMIN LEON SALINAS,1,"3,838",LIMA PROVINCIAS,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002507,ORFA ESPINOZA AQUINO DE SUAREZ,2,"2,252",LIMA PROVINCIAS,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002508,ROBERT PABLO FLORES ENRRIQUEZ,3,"1,982",LIMA PROVINCIAS,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002509,FLORENCIA ANTONIA LUZ HUAMAN CISNEROS,4,"1,657",LIMA PROVINCIAS,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002510,  ,1,182,LIMA PROVINCIAS,PARTIDO NACIONALISTA PERUANO
00002511,NOELIA JESUS BACA OYOLA,2,256,LIMA PROVINCIAS,PARTIDO NACIONALISTA PERUANO
00002512,SANTO DOMINGO HUAMAN FRITAS,3,146,LIMA PROVINCIAS,PARTIDO NACIONALISTA PERUANO
00002513,  ,4,44,LIMA PROVINCIAS,PARTIDO NACIONALISTA PERUANO
00002534,LUIS PEDRO PORTILLA Y TORRES,1,282,LIMA PROVINCIAS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002535,KATHERINE SUTNER LUNA RESURRECCION,2,139,LIMA PROVINCIAS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002536,JOSE VICTOR VELEZ DELGADO,3,407,LIMA PROVINCIAS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002537,GRACE KELLY MUÑOZ ESTELA,4,92,LIMA PROVINCIAS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002522,PERCY LUIS BRICEÑO PORTILLA,1,"2,219",LIMA PROVINCIAS,PARTIDO MORADO
00002523,ZULMA LILIANA MARCELO PALACIN,2,"1,173",LIMA PROVINCIAS,PARTIDO MORADO
00002524,VIDAL MOISES APARI BADA,3,900,LIMA PROVINCIAS,PARTIDO MORADO
00002525,JANET PATRICIA GOMEZ LI,4,"1,695",LIMA PROVINCIAS,PARTIDO MORADO
00002542,EDISON JOSE TORRES HUAMAN,1,268,LIMA PROVINCIAS,PERU PATRIA SEGURA
00002543,MARIA CATALINA GOMEZ MENDOZA,2,266,LIMA PROVINCIAS,PERU PATRIA SEGURA
00002544,  ,3,73,LIMA PROVINCIAS,PERU PATRIA SEGURA
00002545,  ,4,41,LIMA PROVINCIAS,PERU PATRIA SEGURA
00002486,JESUS ALEXANDER ALCALA MATEO,1,"4,681",LIMA PROVINCIAS,VICTORIA NACIONAL
00002487,ROSA ELENA BALCAZAR GUEVARA DE LOPEZ,2,"3,628",LIMA PROVINCIAS,VICTORIA NACIONAL
00002488,JORGE HUMBERTO BARBA RADANOVICH,3,791,LIMA PROVINCIAS,VICTORIA NACIONAL
00002489,NORA ROSANA KUPERMAN ROSAS,4,970,LIMA PROVINCIAS,VICTORIA NACIONAL
00002490,ELVIS EDILBERTO JARA PANANA,1,"6,341",LIMA PROVINCIAS,ACCION POPULAR
00002491,KELLY CARMELA GARCIA APOLAYA,2,"3,498",LIMA PROVINCIAS,ACCION POPULAR
00002492,CARLOS EDUARDO CHUMPITAZ CAMACHO,3,"1,858",LIMA PROVINCIAS,ACCION POPULAR
00002493,NORIS ESMERALDA MAGUIÑA RIOS,4,"1,614",LIMA PROVINCIAS,ACCION POPULAR
00002494,PAUL DAVIS JAIMES BLANCO,1,"3,059",LIMA PROVINCIAS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002495,JULY AMELIA YATACO LEVANO,2,"2,768",LIMA PROVINCIAS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002496,JOVINO HERACLIO HUERTA AYALA,3,"1,273",LIMA PROVINCIAS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002497,CRISS EUGENIA DIAZ RODRIGUEZ,4,864,LIMA PROVINCIAS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002518,CIRILO PABLO RAMIREZ ROJAS,1,"7,195",LIMA PROVINCIAS,PODEMOS PERU
00002519,DECIDER ROSINA POLAR PAZ,2,"4,062",LIMA PROVINCIAS,PODEMOS PERU
00002520,WILDER RUIZ LOAYZA,3,949,LIMA PROVINCIAS,PODEMOS PERU
00002521,LILA MELISSA HUARI AGUADO,4,"2,290",LIMA PROVINCIAS,PODEMOS PERU
00002482,JEAN MARCO REQUENA ALVARADO,1,"3,928",LIMA PROVINCIAS,JUNTOS POR EL PERU
00002483,LUZ MARIELA LAZARO PALOMINO,2,"1,691",LIMA PROVINCIAS,JUNTOS POR EL PERU
00002484,ADAN EFREY BECERRA GARAY,3,"2,038",LIMA PROVINCIAS,JUNTOS POR EL PERU
00002485,KATTY MARYORI LINO MUÑOZ,4,"1,634",LIMA PROVINCIAS,JUNTOS POR EL PERU
00002538,ELOY PRAXEDES VALDERRAMA PEREZ,1,652,LIMA PROVINCIAS,PARTIDO POPULAR CRISTIANO - PPC
00002539,  ,2,246,LIMA PROVINCIAS,PARTIDO POPULAR CRISTIANO - PPC
00002540,  ,3,89,LIMA PROVINCIAS,PARTIDO POPULAR CRISTIANO - PPC
00002541,ELIZABETH ZAMORA LOPEZ,4,180,LIMA PROVINCIAS,PARTIDO POPULAR CRISTIANO - PPC
00002514,LESLIE VIVIAN OLIVOS MARTINEZ,1,"6,377",LIMA PROVINCIAS,FUERZA POPULAR
00002515,LUIS GUSTAVO CORDERO JON TAY,2,"3,761",LIMA PROVINCIAS,FUERZA POPULAR
00002516,ANGELICA ELIZABETH GOICOCHEA PINEDO,3,"3,833",LIMA PROVINCIAS,FUERZA POPULAR
00002517,VICTOR ENRIQUE ZEGARRA FERNANDEZ,4,"2,285",LIMA PROVINCIAS,FUERZA POPULAR
00002498,JAVIER FLORENCIO TENORIO LORA,1,"1,462",LIMA PROVINCIAS,UNION POR EL PERU
00002499,PATRICIA PONCE ESCALANTE,2,439,LIMA PROVINCIAS,UNION POR EL PERU
00002500,  ,3,151,LIMA PROVINCIAS,UNION POR EL PERU
00002501,TANIA ZENIA COURT MALPARTIDA,4,120,LIMA PROVINCIAS,UNION POR EL PERU
00002546,JAVIER ROMMEL PADILLA ROMERO,1,"5,687",LIMA PROVINCIAS,RENOVACION POPULAR
00002547,ZENAYDA YONI RAMOS AVALOS VDA DE FARRO,2,"3,016",LIMA PROVINCIAS,RENOVACION POPULAR
00002548,ADOLFO DAGA GONZALES,3,"2,651",LIMA PROVINCIAS,RENOVACION POPULAR
00002549,BRIGITTE JOSSELYN CAMA QUIROZ,4,"1,369",LIMA PROVINCIAS,RENOVACION POPULAR
00002550,  ,1,221,LIMA PROVINCIAS,RENACIMIENTO UNIDO NACIONAL
00002551,SOLEDAD ARROSPIDE UGARTE,2,185,LIMA PROVINCIAS,RENACIMIENTO UNIDO NACIONAL
00002552,DANIEL EMERSON PAULINO MIRAVAL,3,123,LIMA PROVINCIAS,RENACIMIENTO UNIDO NACIONAL
00002553,CARMEN ROSA HUIZA GILVONIO,4,54,LIMA PROVINCIAS,RENACIMIENTO UNIDO NACIONAL
00002526,ROSA AMELIA CAYCHO DULANTO,1,"9,064",LIMA PROVINCIAS,PARTIDO DEMOCRATICO SOMOS PERU
00002527,EDIVIO CARLOS PAPA SANCHEZ,2,"2,988",LIMA PROVINCIAS,PARTIDO DEMOCRATICO SOMOS PERU
00002528,MAGALI VERONICA MORALES SALDAÑA,3,"1,567",LIMA PROVINCIAS,PARTIDO DEMOCRATICO SOMOS PERU
00002529,HUMBERTO DARIO ZANELLI REYES,4,777,LIMA PROVINCIAS,PARTIDO DEMOCRATICO SOMOS PERU
00002554,  ,1,"3,565",LIMA PROVINCIAS,PARTIDO POLITICO NACIONAL PERU LIBRE
00002555,JANET MILAGROS RIVAS CHACARA,2,"3,815",LIMA PROVINCIAS,PARTIDO POLITICO NACIONAL PERU LIBRE
00002556,JORGE JOHN ANDRADE SULCA,3,"1,703",LIMA PROVINCIAS,PARTIDO POLITICO NACIONAL PERU LIBRE
00002557,  ,4,731,LIMA PROVINCIAS,PARTIDO POLITICO NACIONAL PERU LIBRE
00002502,ROBERT EDWIN ALCANTARA PAREDES,1,"2,744",LIMA PROVINCIAS,DEMOCRACIA DIRECTA
00002503,  ,2,294,LIMA PROVINCIAS,DEMOCRACIA DIRECTA
00002504,RICARDO ENRIQUE MARROQUIN YACTAYO,3,755,LIMA PROVINCIAS,DEMOCRACIA DIRECTA
00002505,LEONOR CONSUELO TELLO MACAVILCA,4,515,LIMA PROVINCIAS,DEMOCRACIA DIRECTA
00002530,MARCIAL ALCIBIADES PALOMINO GARCIA MILLA,1,"4,609",LIMA PROVINCIAS,ALIANZA PARA EL PROGRESO
00002531,RUDDY INES UNTIVEROS YANCAN,2,"1,361",LIMA PROVINCIAS,ALIANZA PARA EL PROGRESO
00002532,NELSON OSWALDO CHUI MEJIA,3,"2,138",LIMA PROVINCIAS,ALIANZA PARA EL PROGRESO
00002533,MAGALY JESSI REMIGIO VALLE,4,805,LIMA PROVINCIAS,ALIANZA PARA EL PROGRESO
00002744,MILCA COPA CASTILLO,1,"1,838",LORETO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002745,ARTURO PEREYRA SORIA,2,"1,554",LORETO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002746,YANY HUAYHUA ACHIRCANA DE CHOQQEPUMA,3,733,LORETO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002747,HEBER JIMENEZ MENDEZ,4,"1,172",LORETO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00002756,DAVID ORESTES CACHIQUE CURIMUZON,1,892,LORETO,PARTIDO NACIONALISTA PERUANO
00002757,  ,2,486,LORETO,PARTIDO NACIONALISTA PERUANO
00002758,AUGUSTO FATAMA ZUMBA,3,964,LORETO,PARTIDO NACIONALISTA PERUANO
00002759,WILMA EDELMIRA HUERTA HUERTA,4,182,LORETO,PARTIDO NACIONALISTA PERUANO
00002724,  ,1,0,LORETO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002725,  ,2,0,LORETO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002726,  ,3,0,LORETO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002727,  ,4,0,LORETO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00002712,FRANCISCO JAVIER LOPEZ ROBLES,1,"1,396",LORETO,PARTIDO MORADO
00002713,ROSARITO BARRERA SAYON,2,"1,008",LORETO,PARTIDO MORADO
