C_CODI_CANDIDATO,CANDIDATO,NUMLISTA,TOTAL_VOTOS,departamento,partido
00001516,YESSICA ROSSELLI AMURUZ DULANTO,3,"6,169",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001517,PEDRO CENAS CASAMAYOR,4,"4,108",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001518,ADRIANA JOSEFINA TUDELA GUTIERREZ,5,"10,962",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001519,JULIO JAVIER PARDAVE MARTINEZ,6,"2,737",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001520,MARIA TERESA DULANTO GUINEA,7,"4,622",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001521,JAIME OSWALDO SALOMON SALOMON,8,"4,009",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001522,ALESSANDRA CAMILA KRAUSE ALVA,9,"1,963",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001523,HUGO ALDO OBANDO PIMENTEL,10,"1,788",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001524,SILVANA YANIRE SAM ZAVALA,11,"1,758",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001525,ESTEBAN UCEDA GUERRA GARCIA,12,"1,073",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001526,FANNY VALER VALENZA,13,"1,130",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001527,ALEJANDRO ENRIQUE CAVERO ALVA,14,"7,139",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001528,SYLVIA LORENA PFLÜCKER BALLON,15,"1,235",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001529,EUGENIO GERALD DARIO D'MEDINA LORA,16,648,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001530,PATRICIA MARIA BARRETO MONTEVERDE,17,522,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001531,MIGUEL ANGEL ARANDA ZUÑIGA,18,782,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001532,OLGA HAYDEE JOHNSON FELIU,19,607,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001533,SILVIO ODON MUÑOZ VILLANUEVA,20,642,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001534,EVELYN VICTORIA ALVAREZ CUELLAR,21,533,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001535,LUIS ERNESTO FLORES REATEGUI,22,779,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001536,JESSICA ELISA MOLINA CHUMPITAZ,23,449,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001537,EDWIN IVAÑEZ DE LA CRUZ PONCE,24,605,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001538,KATHERINE ELIZABETH NAVARRO YEPEZ,25,460,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001539,FRANCO VIDAL MORALES,26,"1,768",LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001540,VILMA CASTILLO RAMIREZ,27,382,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001541,DIEGO VALENTIN LLENQUE LARREA,28,335,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001542,ELIANA ELIZABETH TOLEDO REYES,29,392,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001543,MOISES ENRIQUE TAMBINI ACOSTA,30,685,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001544,MATILDE MARIA RAYGADA REA,31,150,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001545,RICHARD FELIX MARTINEZ GUERRA,32,676,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001546,PATRICIA CABRERA VILLARREAL,33,330,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001547,ROMULO MUCHO MAMANI,34,884,LIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00002644,JOSE LEON LUNA GALVEZ,1,"28,525",LIMA,PODEMOS PERU
00002645,DIGNA CALLE LOBATON,2,"16,662",LIMA,PODEMOS PERU
00002646,CARLOS ANTONIO ANDERSON RAMIREZ,3,"4,233",LIMA,PODEMOS PERU
00002647,JUDITH LAURA ROJAS,4,"3,365",LIMA,PODEMOS PERU
00002648,LUIS ALBERTO GALLARDO GALVEZ,5,"3,042",LIMA,PODEMOS PERU
00002649,JULIA PERALTA SILVERA,6,"1,535",LIMA,PODEMOS PERU
00002650,GORBAK ALBERTO INFANTES ORTEGA,7,"1,695",LIMA,PODEMOS PERU
00002651,OLINDA EVELYN CHAVEZ HERNANDEZ,8,"1,411",LIMA,PODEMOS PERU
00002652,LUIS ALBERTO PABLO AGUSTIN TERAN POEMAPE,9,766,LIMA,PODEMOS PERU
00002653,SHADIA ELIZABETH VALDEZ TEJADA,10,"1,560",LIMA,PODEMOS PERU
00002654,  ,11,549,LIMA,PODEMOS PERU
00002655,ANGELICA MASSIEL ARTEAGA ROJAS,12,757,LIMA,PODEMOS PERU
00002656,LUIS EFRAIN HURTADO VALENCIA,13,"1,057",LIMA,PODEMOS PERU
00002657,KATHERINE LIZET CUELLAR BAZAN,14,598,LIMA,PODEMOS PERU
00002658,  ,15,594,LIMA,PODEMOS PERU
00002659,ROXANA MARLENY CASTRO PANTOJA,16,352,LIMA,PODEMOS PERU
00002660,MARCOS IBAZETA MARINO,17,459,LIMA,PODEMOS PERU
00002661,MARIA LETICIA CECILIA LIZIER CORBETTO,18,265,LIMA,PODEMOS PERU
00002662,OSCAR NIEL HERQUINIO LUNA,19,873,LIMA,PODEMOS PERU
00002663,JULIA TEVES QUISPE,20,424,LIMA,PODEMOS PERU
00002664,MIGUEL RAFAEL PEREZ ARROYO,21,438,LIMA,PODEMOS PERU
00002665,NANCY ISABEL LOPEZ DOMINGUEZ,22,711,LIMA,PODEMOS PERU
00002666,JESUS ARIAS ABAD,23,974,LIMA,PODEMOS PERU
00002667,LESLEI KARINA CABELLO PASCO,24,"1,002",LIMA,PODEMOS PERU
00002668,JOSE MANUEL POZO GARCIA,25,"1,312",LIMA,PODEMOS PERU
00002669,ERIKA ANGELICA ALANYA BARRA,26,190,LIMA,PODEMOS PERU
00002670,RUBEN DARIO GOMEZ VIDAL,27,334,LIMA,PODEMOS PERU
00002671,RAQUEL ATAUCUSI PUCHURI,28,341,LIMA,PODEMOS PERU
00002672,JOSEPH SANTA MARIA SILVA PADILLA,29,120,LIMA,PODEMOS PERU
00002673,AQUELINA ESABIL SORIA BARTOLO DE YACOLCA,30,169,LIMA,PODEMOS PERU
00002674,  ,31,206,LIMA,PODEMOS PERU
00002675,ROSA BAUTISTA NAVARRO,32,285,LIMA,PODEMOS PERU
00002676,WILMER ROBERTO VALVERDE VALVERDE,33,425,LIMA,PODEMOS PERU
00002677,CLARIBEL PERALTA DE LA CRUZ DE ROJAS,34,121,LIMA,PODEMOS PERU
00001883,ROBERTO HELBERT SANCHEZ PALOMINO,1,"9,062",LIMA,JUNTOS POR EL PERU
00001884,ISABEL CORTEZ AGUIRRE,2,"9,954",LIMA,JUNTOS POR EL PERU
00001885,JOSE ARTURO AYALA DEL RIO,3,"4,225",LIMA,JUNTOS POR EL PERU
00001886,GIANNINA IRIS AVENDAÑO VILCA,4,"2,514",LIMA,JUNTOS POR EL PERU
00001887,SERGIO FERNANDO TEJADA GALINDO,5,"5,306",LIMA,JUNTOS POR EL PERU
00001888,SIGRID TESORO BAZAN NARRO,6,"12,748",LIMA,JUNTOS POR EL PERU
00001889,MARIO EDGAR RIOS BARRIENTOS,7,"1,998",LIMA,JUNTOS POR EL PERU
00001890,MARITE DEL ROSARIO CARMELA BUSTAMANTE TRUJILLO,8,"1,614",LIMA,JUNTOS POR EL PERU
00001891,JORGE ELIAS RODRIGUEZ RIOS,9,"1,339",LIMA,JUNTOS POR EL PERU
00001892,CINTHIA GRACE BAQUERIZO ROJAS,10,"2,188",LIMA,JUNTOS POR EL PERU
00001893,FIDEL GREGORIO RIOS ALARCON,11,717,LIMA,JUNTOS POR EL PERU
00001894,EVELYN GANDHI CAPCHI SOTELO,12,"1,304",LIMA,JUNTOS POR EL PERU
00001895,GUILLERMO JUNIOR CARI CONTRERAS,13,"5,241",LIMA,JUNTOS POR EL PERU
00001896,AMANDA BLANCA JACINTO RODA,14,444,LIMA,JUNTOS POR EL PERU
00001897,VICTOR ROBERTO RODRIGUEZ RABANAL,15,"1,075",LIMA,JUNTOS POR EL PERU
00001898,LUCIA MARIANA ALVITES SOSA,16,"1,396",LIMA,JUNTOS POR EL PERU
00001899,HECTOR JAIME CASTRO PEREZ,17,359,LIMA,JUNTOS POR EL PERU
00001900,GLADYS MARIA ISABEL PAJUELO ONCOY,18,572,LIMA,JUNTOS POR EL PERU
00001901,JORGE LUIS CHUMPITAZ PANTA,19,"1,141",LIMA,JUNTOS POR EL PERU
00001902,JANET PATRICIA MARIN RIVERA,20,461,LIMA,JUNTOS POR EL PERU
00001903,ALFREDO DONATO ORIONDO MERCADO,21,247,LIMA,JUNTOS POR EL PERU
00001904,CATHERINE ANALELIA EYZAGUIRRE MORALES,22,"1,351",LIMA,JUNTOS POR EL PERU
00001905,VICTOR HUMBERTO ANGULO SALAS,23,259,LIMA,JUNTOS POR EL PERU
00001906,GLADYS GRACIELA DIAZ FLORES,24,377,LIMA,JUNTOS POR EL PERU
00001907,MANUEL PRADO ALARCON,25,"1,500",LIMA,JUNTOS POR EL PERU
00001908,EDELMIRA CRISTINA ROCILLO TELLO,26,327,LIMA,JUNTOS POR EL PERU
00001909,CARLOS ALBERTO GLAVE TESTINO,27,761,LIMA,JUNTOS POR EL PERU
00001910,REINA OLIVERA PEREZ,28,116,LIMA,JUNTOS POR EL PERU
00001911,HUGO ARNALDO CHACON MALAGA,29,95,LIMA,JUNTOS POR EL PERU
00001912,NADIA BELEN MONTALVAN NOÑUNCA,30,280,LIMA,JUNTOS POR EL PERU
00001913,JORGE WASHINGTON TACURI ARAGON,31,145,LIMA,JUNTOS POR EL PERU
00001914,EPIFANIA ISABEL ACOSTA LOARTE,32,62,LIMA,JUNTOS POR EL PERU
00001915,HERNAN NUÑEZ GONZALES,33,438,LIMA,JUNTOS POR EL PERU
00001916,LENA LESLIE MARIA MERCEDES TORRES CHAVEZ,34,134,LIMA,JUNTOS POR EL PERU
00001417,  ,1,"3,513",LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001418,LUCIA DEL PILAR LEDESMA MARTINEZ DE CRUZ,2,"3,702",LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001419,DAVID IGNACIO VERA TRUJILLO,3,"1,834",LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001420,  ,4,570,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001421,  ,5,945,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001422,  ,6,429,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001423,  ,7,522,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001424,  ,8,239,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001425,  ,9,181,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001426,  ,10,354,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001427,  ,11,213,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001428,  ,12,183,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001429,  ,13,232,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001430,  ,14,187,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001431,  ,15,161,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001432,  ,16,116,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001433,  ,17,59,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001434,  ,18,79,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001435,  ,19,159,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001436,  ,20,147,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001437,  ,21,63,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001438,  ,22,73,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001439,  ,23,133,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001440,  ,24,43,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001441,  ,25,89,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001442,  ,26,39,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001443,  ,27,91,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001444,  ,28,20,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001445,  ,29,23,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001446,  ,30,45,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001548,  ,31,19,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001549,  ,32,60,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001550,  ,33,22,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00001551,  ,34,24,LIMA,PARTIDO POPULAR CRISTIANO - PPC
00002135,HERNANDO GUERRA GARCIA CAMPOS,1,"16,160",LIMA,FUERZA POPULAR
00002136,CARMEN PATRICIA JUAREZ GALLEGOS,2,"11,434",LIMA,FUERZA POPULAR
00002137,CARLOS ERNESTO BUSTAMANTE DONAYRE,3,"6,739",LIMA,FUERZA POPULAR
00002138,MARTHA LUPE MOYANO DELGADO,4,"6,342",LIMA,FUERZA POPULAR
00002139,VICTOR FELIPE PAREDES GUERRA,5,"3,168",LIMA,FUERZA POPULAR
00002140,FLOR DE JESUS MEZA RIVERA,6,"2,412",LIMA,FUERZA POPULAR
00002141,FERNANDO MIGUEL ROSPIGLIOSI CAPURRO,7,"3,802",LIMA,FUERZA POPULAR
00002142,ROSANGELLA ANDREA BARBARAN REYES,8,"6,427",LIMA,FUERZA POPULAR
00002143,LUIS ENRIQUE OTOYA TRELLES,9,"1,925",LIMA,FUERZA POPULAR
00002144,ANA CECILIA GARZON PEREZ,10,"2,246",LIMA,FUERZA POPULAR
00002145,RAUL CESAR FRANCO INGA,11,"1,168",LIMA,FUERZA POPULAR
00002146,MARIA HELENA MENDOZA DEL SOLAR,12,"1,081",LIMA,FUERZA POPULAR
00002147,RICARDO RIVERA ROMERO,13,671,LIMA,FUERZA POPULAR
00002148,LOURDES CAROLINA CARMELO ANCAYA,14,791,LIMA,FUERZA POPULAR
00002149,FRANCISCO AMADOR MERINO REYNA MENESES,15,693,LIMA,FUERZA POPULAR
00002150,  ,16,445,LIMA,FUERZA POPULAR
00002151,SAMUEL HORACIO GUERRERO CASTILLO,17,554,LIMA,FUERZA POPULAR
00002152,MONICA LISSETTI SANCHEZ CORTIJO,18,653,LIMA,FUERZA POPULAR
00002153,SEGUNDO SERGIO VASQUEZ CORONADO,19,"1,777",LIMA,FUERZA POPULAR
00002154,LILIANA ROJAS ESPINOZA,20,780,LIMA,FUERZA POPULAR
00002155,HUGO DANIEL GARAY MATOS,21,515,LIMA,FUERZA POPULAR
00002156,LUZ MARIELA AREVALO NUÑEZ,22,620,LIMA,FUERZA POPULAR
00002157,MAURICIO MIRANDA VARGAS FANO,23,504,LIMA,FUERZA POPULAR
00002158,ENEIDA JESSICA MEZARINO RODRIGUEZ,24,311,LIMA,FUERZA POPULAR
00002159,JULIO ALFONSO CABALLERO MALDONADO,25,275,LIMA,FUERZA POPULAR
00002160,MIRTHA ANA BALDEON LOSTAUNAU,26,224,LIMA,FUERZA POPULAR
00002161,MARCOS ANTONIO FLORES NAKASHIMA,27,167,LIMA,FUERZA POPULAR
00002162,MARIA ELENA RIOS SUAREZ,28,385,LIMA,FUERZA POPULAR
00002163,JOSE MARIA HERRERA ROSAS,29,240,LIMA,FUERZA POPULAR
00002164,JUANA HAYDEE VENTURO GAGO,30,232,LIMA,FUERZA POPULAR
00002165,JUAN PEDRO SANCHEZ CARRILLO,31,139,LIMA,FUERZA POPULAR
00002166,JUDITH YOVANA TORRES ANAYA,32,279,LIMA,FUERZA POPULAR
00002167,JAIME AMERICO ABENSUR PINASCO,33,206,LIMA,FUERZA POPULAR
00002168,ROSANA LISCET ADRIANZEN CANO,34,323,LIMA,FUERZA POPULAR
00001849,  ,1,109,LIMA,PARTIDO POLITICO CONTIGO
00001850,GLORIA PATRICIA LENGUA LAFOSSE,2,103,LIMA,PARTIDO POLITICO CONTIGO
00001851,JORGE LUIS VILLACORTA CARRANZA,3,54,LIMA,PARTIDO POLITICO CONTIGO
00001852,  ,4,34,LIMA,PARTIDO POLITICO CONTIGO
00001853,JESUS HUMBERTO SIERRA TAPIA,5,43,LIMA,PARTIDO POLITICO CONTIGO
00001854,  ,6,17,LIMA,PARTIDO POLITICO CONTIGO
00001855,  ,7,25,LIMA,PARTIDO POLITICO CONTIGO
00001856,YESICA PATRICIA CAMPOS CAJACURI,8,17,LIMA,PARTIDO POLITICO CONTIGO
00001857,MAXIMO ABRAHAM DELGADO LENCI,9,17,LIMA,PARTIDO POLITICO CONTIGO
00001858,  ,10,10,LIMA,PARTIDO POLITICO CONTIGO
00001859,  ,11,4,LIMA,PARTIDO POLITICO CONTIGO
00001860,GISELLE VANESSA UGARTE COQUIS,12,8,LIMA,PARTIDO POLITICO CONTIGO
00001861,  ,13,10,LIMA,PARTIDO POLITICO CONTIGO
00001862,  ,14,5,LIMA,PARTIDO POLITICO CONTIGO
00001863,HERNAN ALBERTO GALVEZ MENDOZA,15,37,LIMA,PARTIDO POLITICO CONTIGO
00001864,MARIA ISABEL BARBOZA MUÑOZ,16,8,LIMA,PARTIDO POLITICO CONTIGO
00001865,JOSE ANTONY COSSIO GUILLEN,17,7,LIMA,PARTIDO POLITICO CONTIGO
00001866,AIDA LUZ BOLAÑOS IRAOLA,18,4,LIMA,PARTIDO POLITICO CONTIGO
00001867,IVAN ADOLFO CARRANZA SAUCEDO,19,2,LIMA,PARTIDO POLITICO CONTIGO
00001868,  ,20,1,LIMA,PARTIDO POLITICO CONTIGO
00001869,VICTOR TOMAS QUISPE GAVINO,21,18,LIMA,PARTIDO POLITICO CONTIGO
00001870,YESSENIA CRISTINA CHAVEZ VALDEZ,22,16,LIMA,PARTIDO POLITICO CONTIGO
00001871,JOSE ALFREDO CALDERON GOMEZ,23,12,LIMA,PARTIDO POLITICO CONTIGO
00001872,  ,24,3,LIMA,PARTIDO POLITICO CONTIGO
00001873,JULIO CESAR CAMPOS LEON,25,9,LIMA,PARTIDO POLITICO CONTIGO
00001874,KAREN MELISSA YMAÑA LAGUADO,26,2,LIMA,PARTIDO POLITICO CONTIGO
00001875,MAXIMILIANO CARNERO ANDIA,27,26,LIMA,PARTIDO POLITICO CONTIGO
00001876,GABRIELA YESENIA DELGADO JARA,28,4,LIMA,PARTIDO POLITICO CONTIGO
00001877,UBEN ENRIQUE ATOCHE KONG,29,3,LIMA,PARTIDO POLITICO CONTIGO
00001878,NAIRA SORAIDA COTRINA ROJAS DE ALDANA,30,1,LIMA,PARTIDO POLITICO CONTIGO
00001879,  ,31,2,LIMA,PARTIDO POLITICO CONTIGO
00001880,DORIS JANET LOPEZ SUAREZ,32,5,LIMA,PARTIDO POLITICO CONTIGO
00001881,  ,33,1,LIMA,PARTIDO POLITICO CONTIGO
00001882,ROSA BLANCA GARCIA CORRALES,34,2,LIMA,PARTIDO POLITICO CONTIGO
00002087,RICARDO PABLO BELMONT CASSINELLI,1,"11,937",LIMA,UNION POR EL PERU
00002088,JUANA MAURA UMASI LLAVE,2,"2,267",LIMA,UNION POR EL PERU
00002612,RICARDO REPETTO ANDRADE,3,772,LIMA,UNION POR EL PERU
00002613,ANDREA DAYNA MEDINA STEIN,4,558,LIMA,UNION POR EL PERU
00002614,JULIO CESAR RIVERA GONZALES,5,"1,094",LIMA,UNION POR EL PERU
00002615,MARIA ELIZABETH FLORES MENDOZA,6,552,LIMA,UNION POR EL PERU
00002616,RAMON RAMIREZ ERAZO,7,"1,581",LIMA,UNION POR EL PERU
00002617,CARMEN ROSA HUIDOBRO ESPINOZA,8,234,LIMA,UNION POR EL PERU
00002618,JOSE ANTONIO PANDO TUYA,9,231,LIMA,UNION POR EL PERU
00002619,GIOVANNA ELIZABETH LUNA VICTORIA VERA,10,188,LIMA,UNION POR EL PERU
00002620,MARCO ANTONIO CURI PERALES,11,487,LIMA,UNION POR EL PERU
00002621,NIDA MARITZA SIMEON GONZALO,12,133,LIMA,UNION POR EL PERU
00002622,PERCY IVAN ZAPATA MENDOZA,13,332,LIMA,UNION POR EL PERU
00002623,YULI MARIEL ZUÑIGA PAREDES,14,90,LIMA,UNION POR EL PERU
00002624,WALTER FRANCISCO GAGO RODRIGUEZ,15,90,LIMA,UNION POR EL PERU
00002625,FRANCISCA ADELA DIOSES MARCOS,16,186,LIMA,UNION POR EL PERU
00002626,JUAN CARLOS CONDORI CHAVEZ,17,491,LIMA,UNION POR EL PERU
00002627,ESTEFANI FRYE ESPINOZA,18,124,LIMA,UNION POR EL PERU
00002628,MILTON TOMAS LLUQUE SOSA,19,180,LIMA,UNION POR EL PERU
00002629,GISSELLA SUSANA SIGÜEÑAS CARAZAS,20,226,LIMA,UNION POR EL PERU
00002630,CESAR JAVIER MONTOYA CARDENAS,21,116,LIMA,UNION POR EL PERU
00002631,SILVANA LUZMILA FLORES CHAVEZ,22,79,LIMA,UNION POR EL PERU
00002632,PABLO CESAR RAMOS OCAÑA,23,148,LIMA,UNION POR EL PERU
00002633,MARIA CECILIA ATUNCAR YATACO,24,40,LIMA,UNION POR EL PERU
00002634,GODOFREDO CARDOZA NOVOA,25,57,LIMA,UNION POR EL PERU
00002635,OLGA DE LOS MILAGROS JUAREZ VILLEGAS,26,118,LIMA,UNION POR EL PERU
00002636,ALEJANDRO RAMIRO JIMENEZ QUISPE,27,109,LIMA,UNION POR EL PERU
00002637,AGUSTINA CARMELA TORRES RODRIGUEZ,28,51,LIMA,UNION POR EL PERU
00002638,FELIX ANGEL SIHUAS MEZA,29,78,LIMA,UNION POR EL PERU
00002639,  ,30,14,LIMA,UNION POR EL PERU
00002640,  ,31,10,LIMA,UNION POR EL PERU
00002641,MARIA HERMELINDA JAUREGUI ASENCIOS,32,26,LIMA,UNION POR EL PERU
00002642,  ,33,19,LIMA,UNION POR EL PERU
00002643,CONNIE KAREN VILLALTA RODRIGUEZ,34,46,LIMA,UNION POR EL PERU
00001552,JORGE CARLOS MONTOYA MANRIQUE,1,"36,577",LIMA,RENOVACION POPULAR
00001553,MARIA DE LOS MILAGROS JACKELINE JAUREGUI MARTINEZ DE AGUAYO,2,"19,766",LIMA,RENOVACION POPULAR
00001554,HECTOR VALER PINTO,3,"6,259",LIMA,RENOVACION POPULAR
00001555,NORMA MARTINA YARROW LUMBRERAS,4,"13,540",LIMA,RENOVACION POPULAR
00001556,YORRY WARTHON CORTEZ,5,"5,237",LIMA,RENOVACION POPULAR
00001557,KATTY PAMELA CACHAY CARMELO,6,"3,415",LIMA,RENOVACION POPULAR
00001558,WALTER TORIBIO CASQUINO REY,7,"2,176",LIMA,RENOVACION POPULAR
00001559,FABIOLA MARIA MORALES CASTILLO,8,"2,205",LIMA,RENOVACION POPULAR
00001560,JOSE ERNESTO CUETO ASERVI,9,"8,026",LIMA,RENOVACION POPULAR
00001561,DEBORAH CARMEN INGA ZAPATA,10,"2,975",LIMA,RENOVACION POPULAR
00001562,ALEJANDRO MUÑANTE BARRIOS,11,"6,408",LIMA,RENOVACION POPULAR
00001563,GIULIANA CALAMBROGIO CORREA DE BALMACEDA,12,"3,893",LIMA,RENOVACION POPULAR
00001564,LEO MIGUEL DE PAZ LANCHO,13,"2,473",LIMA,RENOVACION POPULAR
00001565,ROSANA MILAGROS ZEVALLOS VARGAS,14,938,LIMA,RENOVACION POPULAR
00001566,DAVID KUOMAN SAAVEDRA,15,"1,225",LIMA,RENOVACION POPULAR
00001567,BEATRIZ HERMELINDA RAMON CHINCHAY,16,535,LIMA,RENOVACION POPULAR
00001568,  ,17,255,LIMA,RENOVACION POPULAR
00001569,ELIZABETH NELLYANA OLIVA BACA,18,370,LIMA,RENOVACION POPULAR
00001570,JEAN PIERRE VAREA GAVIRIA,19,404,LIMA,RENOVACION POPULAR
00001571,JESSENIA LORENA RICRA HURTADO,20,682,LIMA,RENOVACION POPULAR
00001572,FRANK KRKLEC TORRES,21,"5,614",LIMA,RENOVACION POPULAR
00001573,JOANNA MIRIAM GONZALES ANDIA,22,846,LIMA,RENOVACION POPULAR
00001574,HECTOR VIDAURRE TORRES,23,666,LIMA,RENOVACION POPULAR
00001575,MARIALAURA BOBADILLA AGUILAR,24,252,LIMA,RENOVACION POPULAR
00001576,CESAR AUGUSTO ZAMALLOA DUEÑAS,25,829,LIMA,RENOVACION POPULAR
00001577,IRMA NEYRA URQUIAGA,26,173,LIMA,RENOVACION POPULAR
00001578,HENRY MANUEL LLOSA DELGADO,27,150,LIMA,RENOVACION POPULAR
00001579,LYSSETTE PATRICIA BEDOYA RIVAS,28,224,LIMA,RENOVACION POPULAR
00001580,EFRAIN AGUILAR PARDAVE,29,471,LIMA,RENOVACION POPULAR
00001581,GABRIELA IRIS CALDERON RODRIGUEZ DE PACHECO,30,251,LIMA,RENOVACION POPULAR
00001582,  ,31,73,LIMA,RENOVACION POPULAR
00001583,CINDY ROSA OSTOLAZA CORTEZ,32,107,LIMA,RENOVACION POPULAR
00001584,  ,33,109,LIMA,RENOVACION POPULAR
00001585,KETTY NOEMI CHINCHAY VITON,34,378,LIMA,RENOVACION POPULAR
00001917,CLAUDIO ALEJANDRO ZOLLA SUAREZ,1,"1,360",LIMA,RENACIMIENTO UNIDO NACIONAL
00001918,TANIA LENINA BARRENECHEA PORRAS,2,635,LIMA,RENACIMIENTO UNIDO NACIONAL
00001919,TULIO CARLOS GILBONIO QUISPE,3,448,LIMA,RENACIMIENTO UNIDO NACIONAL
00001920,RUTH BUSTAMANTE MATEO,4,191,LIMA,RENACIMIENTO UNIDO NACIONAL
00001921,JAVIER ROBERTO PAUCAR ANGELES,5,174,LIMA,RENACIMIENTO UNIDO NACIONAL
00001922,MAFALDA SAAVEDRA VIERA,6,84,LIMA,RENACIMIENTO UNIDO NACIONAL
00001923,NELSON SADOT FLORES GODOY,7,162,LIMA,RENACIMIENTO UNIDO NACIONAL
00001924,MARIA SILVIA RODRIGUEZ GAYOSO,8,106,LIMA,RENACIMIENTO UNIDO NACIONAL
00001925,CESAR EFRAIN SIFUENTES CHAVEZ,9,195,LIMA,RENACIMIENTO UNIDO NACIONAL
00001926,MAGDALENA SALVATIERRA HINOSTROZA,10,101,LIMA,RENACIMIENTO UNIDO NACIONAL
00001927,SAMUEL MARCOS BERNARDO JAVIER,11,68,LIMA,RENACIMIENTO UNIDO NACIONAL
00001928,SONIA GARCIA OSORES,12,152,LIMA,RENACIMIENTO UNIDO NACIONAL
00001929,TITO ALBERTICO OTIVO MANTURANO,13,104,LIMA,RENACIMIENTO UNIDO NACIONAL
00001930,RINA SILVANA HUACRE MEZA,14,225,LIMA,RENACIMIENTO UNIDO NACIONAL
00001931,JORGE LUIS CALDAS VARA,15,85,LIMA,RENACIMIENTO UNIDO NACIONAL
00001932,MARIA DEL PILAR GILVONIO ALEGRIA,16,27,LIMA,RENACIMIENTO UNIDO NACIONAL
